Using nonce 18369355690310434798
ProgramPool (avg. ticks 0, avg. max stack size 0, rp 0)<
  Program 718 <size 191, parent 560, gen gap 1, avg score 129.955, runs 4<
  Program 719 <size 191, parent 501, gen gap 1, avg score 33.5058, runs 4<
  Program 720 <size 191, parent 314, gen gap 1, avg score 99.2651, runs 4<
  Program 721 <size 191, parent 631, gen gap 1, avg score 122.149, runs 6.5<
  Program 722 <size 0, parent 694, gen gap 1, avg score 0, runs 4<
  Program 723 <size 189, parent 87, gen gap 1, avg score 131.666, runs 2<
  Program 724 <size 191, parent 658, gen gap 1, avg score 120.946, runs 7<
  Program 725 <size 0, parent 717, gen gap 1, avg score 0, runs 2<
  Program 726 <size 191, parent 308, gen gap 1, avg score 52.3903, runs 5<
  Program 727 <size 190, parent 533, gen gap 1, avg score 111.949, runs 5<
  Program 728 <size 0, parent 545, gen gap 1, avg score 0, runs 5<
  Program 729 <size 191, parent 447, gen gap 1, avg score 68.5747, runs 2<
  Program 730 <size 191, parent 700, gen gap 1, avg score 130.293, runs 2<
  Program 731 <size 192, parent 642, gen gap 1, avg score 129.618, runs 2<
  Program 732 <size 188, parent 239, gen gap 1, avg score 131.84, runs 8<
  Program 733 <size 191, parent 267, gen gap 1, avg score 123.307, runs 5<
  Program 734 <size 0, parent 639, gen gap 1, avg score 0, runs 2<
  Program 735 <size 189, parent 279, gen gap 1, avg score 69.261, runs 2<
  Program 736 <size 189, parent 24, gen gap 1, avg score 124.377, runs 10<
  Program 737 <size 189, parent 178, gen gap 1, avg score 131.666, runs 2<
  Program 738 <size 191, parent 112, gen gap 1, avg score 130.293, runs 2<
  Program 739 <size 191, parent 223, gen gap 1, avg score 129.955, runs 4<
  Program 740 <size 189, parent 423, gen gap 1, avg score 131.666, runs 2<
  Program 741 <size 189, parent 288, gen gap 1, avg score 131.666, runs 2<
  Program 742 <size 190, parent 392, gen gap 1, avg score 130.392, runs 7<
  Program 743 <size 191, parent 141, gen gap 1, avg score 68.5747, runs 2<
  Program 744 <size 0, parent 580, gen gap 1, avg score 0, runs 2<
  Program 745 <size 0, parent 144, gen gap 1, avg score 0, runs 2<
  Program 746 <size 191, parent 353, gen gap 1, avg score 130.293, runs 2<
  Program 747 <size 193, parent 712, gen gap 1, avg score 128.618, runs 4<
  Program 748 <size 190, parent 412, gen gap 1, avg score 130.976, runs 2<
  Program 749 <size 187, parent 425, gen gap 1, avg score 133.067, runs 2<
  Program 750 <size 0, parent 728, gen gap 1, avg score 0, runs 4<
  Program 751 <size 188, parent 44, gen gap 1, avg score 116.413, runs 4<
  Program 752 <size 186, parent 45, gen gap 1, avg score 133.779, runs 2<
  Program 753 <size 188, parent 414, gen gap 1, avg score 108.266, runs 8<
  Program 754 <size 187, parent 518, gen gap 1, avg score 67.3098, runs 4<
  Program 755 <size 188, parent 99, gen gap 1, avg score 99.6853, runs 4<
  Program 756 <size 0, parent 471, gen gap 1, avg score 0, runs 2<
  Program 757 <size 191, parent 1, gen gap 1, avg score 757.448, runs 4<
  Program 758 <size 0, parent 300, gen gap 1, avg score 0, runs 4<
  Program 759 <size 193, parent 49, gen gap 1, avg score 22.8582, runs 6<
  Program 760 <size 189, parent 457, gen gap 1, avg score 131.666, runs 2<
  Program 761 <size 189, parent 201, gen gap 1, avg score 132.363, runs 2<
  Program 762 <size 189, parent 753, gen gap 1, avg score 131.206, runs 6<
  Program 763 <size 0, parent 446, gen gap 1, avg score 0, runs 8<
  Program 764 <size 193, parent 315, gen gap 1, avg score 130.293, runs 2<
  Program 765 <size 0, parent 668, gen gap 1, avg score 0, runs 2<
  Program 766 <size 190, parent 563, gen gap 1, avg score 130.976, runs 2<
  Program 767 <size 191, parent 512, gen gap 1, avg score 65.4879, runs 4<
  Program 768 <size 0, parent 757, gen gap 1, avg score 0, runs 2<
  Program 769 <size 0, parent 496, gen gap 1, avg score 0, runs 4<
  Program 770 <size 189, parent 46, gen gap 1, avg score 131.666, runs 2<
  Program 771 <size 189, parent 19, gen gap 1, avg score 115.33, runs 4<
  Program 772 <size 186, parent 28, gen gap 1, avg score 133.779, runs 2<
  Program 773 <size 189, parent 125, gen gap 1, avg score 99.2236, runs 6<
  Program 774 <size 194, parent 522, gen gap 1, avg score 64.8088, runs 4<
  Program 775 <size 193, parent 529, gen gap 1, avg score 128.949, runs 2<
  Program 776 <size 192, parent 452, gen gap 1, avg score 129.618, runs 2<
  Program 777 <size 0, parent 195, gen gap 1, avg score 0, runs 2<
  Program 778 <size 191, parent 402, gen gap 1, avg score 99.0962, runs 4<
  Program 779 <size 0, parent 479, gen gap 1, avg score 0, runs 4<
  Program 780 <size 189, parent 248, gen gap 1, avg score 69.261, runs 2<
  Program 781 <size 191, parent 146, gen gap 1, avg score 125.322, runs 7.5<
  Program 782 <size 0, parent 593, gen gap 1, avg score 0, runs 4<
  Program 783 <size 187, parent 242, gen gap 1, avg score 80.3089, runs 5<
  Program 784 <size 0, parent 664, gen gap 1, avg score 0, runs 2<
  Program 785 <size 191, parent 363, gen gap 1, avg score 105.651, runs 9<
  Program 786 <size 187, parent 518, gen gap 1, avg score 133.067, runs 2<
  Program 787 <size 190, parent 257, gen gap 1, avg score 130.634, runs 4<
  Program 788 <size 190, parent 387, gen gap 1, avg score 130.976, runs 2<
  Program 789 <size 0, parent 750, gen gap 1, avg score 0, runs 2<
  Program 790 <size 191, parent 197, gen gap 1, avg score 52.3903, runs 5<
  Program 791 <size 189, parent 108, gen gap 1, avg score 131.666, runs 2<
  Program 792 <size 189, parent 755, gen gap 1, avg score 131.666, runs 2<
  Program 793 <size 191, parent 334, gen gap 1, avg score 130.293, runs 2<
  Program 794 <size 190, parent 512, gen gap 1, avg score 79.8202, runs 5<
  Program 795 <size 192, parent 476, gen gap 1, avg score 129.618, runs 2<
  Program 796 <size 190, parent 57, gen gap 1, avg score 130.976, runs 2<
  Program 797 <size 193, parent 621, gen gap 1, avg score 68.5747, runs 2<
  Program 798 <size 191, parent 101, gen gap 1, avg score 130.293, runs 2<
  Program 799 <size 0, parent 577, gen gap 1, avg score 0, runs 2<
  Program 800 <size 190, parent 269, gen gap 1, avg score 98.6523, runs 4<
  Program 801 <size 191, parent 397, gen gap 1, avg score 130.293, runs 2<
  Program 802 <size 190, parent 163, gen gap 1, avg score 130.976, runs 2<
  Program 803 <size 0, parent 91, gen gap 1, avg score 0, runs 5<
  Program 804 <size 188, parent 595, gen gap 1, avg score 86.7541, runs 5<
  Program 805 <size 191, parent 398, gen gap 1, avg score 130.293, runs 2<
  Program 806 <size 0, parent 763, gen gap 1, avg score 0, runs 4<
  Program 807 <size 190, parent 689, gen gap 1, avg score 98.7073, runs 5<
  Program 808 <size 189, parent 379, gen gap 1, avg score 131.321, runs 4<
  Program 809 <size 193, parent 71, gen gap 1, avg score 43.4311, runs 6<
  Program 810 <size 0, parent 129, gen gap 1, avg score 0, runs 2<
  Program 811 <size 191, parent 136, gen gap 1, avg score 69.261, runs 2<
  Program 812 <size 191, parent 97, gen gap 1, avg score 54.7247, runs 5<
  Program 813 <size 190, parent 563, gen gap 1, avg score 120.234, runs 6<
  Program 814 <size 194, parent 450, gen gap 1, avg score 64.8088, runs 4<
  Program 815 <size 0, parent 441, gen gap 1, avg score 0, runs 2<
  Program 816 <size 191, parent 698, gen gap 1, avg score 68.5747, runs 2<
  Program 817 <size 0, parent 654, gen gap 1, avg score 0, runs 4<
  Program 818 <size 192, parent 648, gen gap 1, avg score 129.283, runs 4<
  Program 819 <size 191, parent 742, gen gap 1, avg score 129.955, runs 4<
  Program 820 <size 177, parent 0, gen gap 1, avg score 277.887, runs 4<
  Program 821 <size 0, parent 147, gen gap 1, avg score 0, runs 6<
  Program 822 <size 194, parent 619, gen gap 1, avg score 64.8088, runs 4<
  Program 823 <size 192, parent 524, gen gap 1, avg score 68.2369, runs 2<
  Program 824 <size 189, parent 169, gen gap 1, avg score 109.884, runs 6<
  Program 825 <size 189, parent 481, gen gap 1, avg score 131.666, runs 2<
  Program 826 <size 0, parent 491, gen gap 1, avg score 0, runs 4<
  Program 827 <size 0, parent 687, gen gap 1, avg score 0, runs 2<
  Program 828 <size 192, parent 724, gen gap 1, avg score 68.2369, runs 2<
  Program 829 <size 192, parent 522, gen gap 1, avg score 113.165, runs 4<
  Program 830 <size 191, parent 631, gen gap 1, avg score 130.293, runs 2<
  Program 831 <size 190, parent 12, gen gap 1, avg score 130.976, runs 2<
  Program 832 <size 0, parent 298, gen gap 1, avg score 0, runs 2<
  Program 833 <size 192, parent 660, gen gap 1, avg score 75.4431, runs 6<
  Program 834 <size 193, parent 532, gen gap 1, avg score 128.949, runs 2<
  Program 835 <size 0, parent 657, gen gap 1, avg score 0, runs 2<
  Program 836 <size 189, parent 804, gen gap 1, avg score 83.3475, runs 4<
  Program 837 <size 0, parent 687, gen gap 1, avg score 0, runs 7<
  Program 838 <size 187, parent 9, gen gap 1, avg score 133.067, runs 2<
  Program 839 <size 0, parent 427, gen gap 1, avg score 0, runs 7<
  Program 840 <size 0, parent 206, gen gap 1, avg score 0, runs 2<
  Program 841 <size 189, parent 352, gen gap 1, avg score 130.978, runs 7.5<
  Program 842 <size 189, parent 311, gen gap 1, avg score 69.261, runs 2<
  Program 843 <size 190, parent 387, gen gap 1, avg score 130.976, runs 2<
  Program 844 <size 192, parent 625, gen gap 1, avg score 129.618, runs 2<
  Program 845 <size 189, parent 316, gen gap 1, avg score 131.666, runs 2<
  Program 846 <size 190, parent 689, gen gap 1, avg score 130.976, runs 2<
  Program 847 <size 192, parent 630, gen gap 1, avg score 128.949, runs 2<
  Program 848 <size 191, parent 497, gen gap 1, avg score 130.293, runs 2<
  Program 849 <size 191, parent 570, gen gap 1, avg score 130.293, runs 2<
  Program 850 <size 190, parent 103, gen gap 1, avg score 130.634, runs 4<
  Program 851 <size 189, parent 225, gen gap 1, avg score 84.1273, runs 4<
  Program 852 <size 194, parent 747, gen gap 1, avg score 128.287, runs 2<
  Program 853 <size 192, parent 785, gen gap 1, avg score 113.165, runs 4<
  Program 854 <size 0, parent 769, gen gap 1, avg score 0, runs 2<
  Program 855 <size 0, parent 636, gen gap 1, avg score 0, runs 2<
  Program 856 <size 188, parent 239, gen gap 1, avg score 132.363, runs 2<
  Program 857 <size 190, parent 103, gen gap 1, avg score 130.976, runs 2<
  Program 858 <size 190, parent 399, gen gap 1, avg score 130.976, runs 2<
  Program 859 <size 193, parent 543, gen gap 1, avg score 130.293, runs 2<
  Program 860 <size 189, parent 291, gen gap 1, avg score 131.115, runs 5<
  Program 861 <size 190, parent 386, gen gap 1, avg score 130.976, runs 2<
  Program 862 <size 0, parent 589, gen gap 1, avg score 0, runs 2<
  Program 863 <size 191, parent 661, gen gap 1, avg score 130.293, runs 2<
  Program 864 <size 192, parent 513, gen gap 1, avg score 25.7898, runs 5<
  Program 865 <size 193, parent 364, gen gap 1, avg score 65.1466, runs 4<
  Program 866 <size 192, parent 455, gen gap 1, avg score 129.618, runs 2<
  Program 867 <size 190, parent 57, gen gap 1, avg score 130.634, runs 4<
  Program 868 <size 190, parent 736, gen gap 1, avg score 130.392, runs 7<
  Program 869 <size 187, parent 242, gen gap 1, avg score 132.365, runs 6<
  Program 870 <size 191, parent 215, gen gap 1, avg score 130.293, runs 2<
  Program 871 <size 194, parent 537, gen gap 1, avg score 65.6673, runs 2<
  Program 872 <size 189, parent 279, gen gap 1, avg score 131.666, runs 2<
  Program 873 <size 192, parent 569, gen gap 1, avg score 64.4745, runs 2<
  Program 874 <size 190, parent 308, gen gap 1, avg score 3.04727, runs 2<
  Program 875 <size 187, parent 149, gen gap 1, avg score 132.715, runs 4<
  Program 876 <size 188, parent 99, gen gap 1, avg score 113.293, runs 7<
  Program 877 <size 192, parent 522, gen gap 1, avg score 68.2369, runs 2<
  Program 878 <size 191, parent 727, gen gap 1, avg score 83.751, runs 4<
  Program 879 <size 190, parent 88, gen gap 1, avg score 130.634, runs 4<
  Program 880 <size 192, parent 785, gen gap 1, avg score 129.618, runs 2<
  Program 881 <size 189, parent 281, gen gap 1, avg score 93.1878, runs 7.5<
  Program 882 <size 193, parent 794, gen gap 1, avg score 65.1466, runs 4<
  Program 883 <size 190, parent 689, gen gap 1, avg score 99.7753, runs 4<
  Program 884 <size 186, parent 102, gen gap 1, avg score 133.779, runs 2<
  Program 885 <size 191, parent 327, gen gap 1, avg score 114.61, runs 4<
  Program 886 <size 186, parent 102, gen gap 1, avg score 100.347, runs 4<
  Program 887 <size 190, parent 362, gen gap 1, avg score 130.976, runs 2<
  Program 888 <size 196, parent 334, gen gap 1, avg score 65.1466, runs 4<
  Program 889 <size 187, parent 886, gen gap 1, avg score 133.067, runs 2<
  Program 890 <size 0, parent 767, gen gap 1, avg score 0, runs 2<
  Program 891 <size 189, parent 23, gen gap 1, avg score 131.666, runs 2<
  Program 892 <size 0, parent 704, gen gap 1, avg score 0, runs 6<
  Program 893 <size 190, parent 98, gen gap 1, avg score 83.2227, runs 4<
  Program 894 <size 187, parent 359, gen gap 1, avg score 133.067, runs 2<
  Program 895 <size 191, parent 621, gen gap 1, avg score 129.754, runs 5<
  Program 896 <size 189, parent 379, gen gap 1, avg score 69.261, runs 2<
  Program 897 <size 191, parent 485, gen gap 1, avg score 65.8328, runs 4<
  Program 898 <size 192, parent 509, gen gap 1, avg score 129.618, runs 2<
  Program 899 <size 191, parent 807, gen gap 1, avg score 114.61, runs 4<
  Program 900 <size 191, parent 215, gen gap 1, avg score 68.5747, runs 2<
  Program 901 <size 189, parent 713, gen gap 1, avg score 118.322, runs 5<
  Program 902 <size 192, parent 450, gen gap 1, avg score 129.618, runs 2<
  Program 903 <size 189, parent 212, gen gap 1, avg score 99.2236, runs 6<
  Program 904 <size 193, parent 175, gen gap 1, avg score 130.293, runs 2<
  Program 905 <size 0, parent 722, gen gap 1, avg score 0, runs 2<
  Program 906 <size 0, parent 514, gen gap 1, avg score 0, runs 2<
  Program 907 <size 192, parent 646, gen gap 1, avg score 82.4744, runs 4<
  Program 908 <size 190, parent 295, gen gap 1, avg score 67.0115, runs 2<
  Program 909 <size 191, parent 215, gen gap 1, avg score 68.5747, runs 2<
  Program 910 <size 0, parent 758, gen gap 1, avg score 0, runs 2<
  Program 911 <size 191, parent 292, gen gap 1, avg score 130.293, runs 2<
  Program 912 <size 195, parent 685, gen gap 1, avg score 6.8561, runs 2<
  Program 913 <size 0, parent 218, gen gap 1, avg score 0, runs 2<
  Program 914 <size 0, parent 582, gen gap 1, avg score 0, runs 2<
  Program 915 <size 0, parent 620, gen gap 1, avg score 0, runs 11<
  Program 916 <size 0, parent 165, gen gap 1, avg score 0, runs 2<
  Program 917 <size 192, parent 646, gen gap 1, avg score 105.507, runs 5.5<
  Program 918 <size 0, parent 469, gen gap 1, avg score 0, runs 2<
  Program 919 <size 192, parent 468, gen gap 1, avg score 98.593, runs 4<
  Program 920 <size 191, parent 586, gen gap 1, avg score 114.61, runs 4<
  Program 921 <size 191, parent 488, gen gap 1, avg score 40.3002, runs 6.5<
  Program 922 <size 190, parent 340, gen gap 1, avg score 130.976, runs 2<
  Program 923 <size 191, parent 74, gen gap 1, avg score 130.293, runs 2<
  Program 924 <size 0, parent 602, gen gap 1, avg score 0, runs 4<
  Program 925 <size 191, parent 185, gen gap 1, avg score 80.0856, runs 9<
  Program 926 <size 191, parent 209, gen gap 1, avg score 68.5747, runs 2<
  Program 927 <size 193, parent 93, gen gap 1, avg score 68.5747, runs 2<
  Program 928 <size 190, parent 243, gen gap 1, avg score 130.976, runs 2<
  Program 929 <size 191, parent 112, gen gap 1, avg score 130.293, runs 2<
  Program 930 <size 190, parent 851, gen gap 1, avg score 67.0115, runs 2<
  Program 931 <size 192, parent 572, gen gap 1, avg score 129.283, runs 4<
  Program 932 <size 191, parent 773, gen gap 1, avg score 67.0115, runs 2<
  Program 933 <size 194, parent 925, gen gap 1, avg score 43.2059, runs 6<
  Program 934 <size 193, parent 492, gen gap 1, avg score 130.293, runs 2<
  Program 935 <size 0, parent 704, gen gap 1, avg score 0, runs 2<
  Program 936 <size 189, parent 277, gen gap 1, avg score 131.666, runs 2<
  Program 937 <size 191, parent 183, gen gap 1, avg score 129.955, runs 4<
  Program 938 <size 193, parent 588, gen gap 1, avg score 68.5747, runs 2<
  Program 939 <size 193, parent 264, gen gap 1, avg score 34.2874, runs 4<
  Program 940 <size 190, parent 257, gen gap 1, avg score 130.976, runs 2<
  Program 941 <size 0, parent 545, gen gap 1, avg score 0, runs 7<
  Program 942 <size 189, parent 164, gen gap 1, avg score 131.321, runs 4<
  Program 943 <size 193, parent 234, gen gap 1, avg score 130.293, runs 2<
  Program 944 <size 189, parent 6, gen gap 1, avg score 131.666, runs 2<
  Program 945 <size 193, parent 712, gen gap 1, avg score 102.631, runs 5<
  Program 946 <size 189, parent 751, gen gap 1, avg score 69.261, runs 2<
  Program 947 <size 191, parent 701, gen gap 1, avg score 22.3372, runs 6<
  Program 948 <size 191, parent 567, gen gap 1, avg score 130.293, runs 2<
  Program 949 <size 190, parent 771, gen gap 1, avg score 67.0115, runs 2<
  Program 950 <size 0, parent 864, gen gap 1, avg score 0, runs 4<
  Program 951 <size 188, parent 414, gen gap 1, avg score 132.014, runs 4<
  Program 952 <size 191, parent 141, gen gap 1, avg score 129.955, runs 4<
  Program 953 <size 190, parent 500, gen gap 1, avg score 130.634, runs 4<
  Program 954 <size 0, parent 941, gen gap 1, avg score 0, runs 4<
  Program 955 <size 191, parent 183, gen gap 1, avg score 99.1525, runs 6<
  Program 956 <size 187, parent 15, gen gap 1, avg score 133.067, runs 2<
  Program 957 <size 189, parent 405, gen gap 1, avg score 115.33, runs 4<
  Program 958 <size 192, parent 477, gen gap 1, avg score 113.165, runs 4<
  Program 959 <size 191, parent 361, gen gap 1, avg score 114.61, runs 4<
  Program 960 <size 0, parent 577, gen gap 1, avg score 0, runs 4<
  Program 961 <size 190, parent 689, gen gap 1, avg score 130.634, runs 4<
  Program 962 <size 192, parent 721, gen gap 1, avg score 115.362, runs 7<
  Program 963 <size 189, parent 421, gen gap 1, avg score 131.206, runs 6<
  Program 964 <size 0, parent 603, gen gap 1, avg score 0, runs 2<
  Program 965 <size 190, parent 258, gen gap 1, avg score 67.0115, runs 2<
  Program 966 <size 193, parent 962, gen gap 1, avg score 112.963, runs 4<
  Program 967 <size 193, parent 829, gen gap 1, avg score 64.4745, runs 2<
  Program 968 <size 191, parent 484, gen gap 1, avg score 83.751, runs 4<
  Program 969 <size 189, parent 783, gen gap 1, avg score 66.1813, runs 4<
  Program 970 <size 190, parent 191, gen gap 1, avg score 67.0115, runs 2<
  Program 971 <size 189, parent 604, gen gap 1, avg score 131.666, runs 2<
  Program 972 <size 0, parent 683, gen gap 1, avg score 0, runs 2<
  Program 973 <size 0, parent 774, gen gap 1, avg score 0, runs 2<
  Program 974 <size 191, parent 119, gen gap 1, avg score 112.081, runs 7<
  Program 975 <size 0, parent 821, gen gap 1, avg score 0, runs 2<
  Program 976 <size 192, parent 536, gen gap 1, avg score 129.283, runs 4<
  Program 977 <size 184, parent 0, gen gap 1, avg score 2.09034, runs 4<
  Program 978 <size 0, parent 702, gen gap 1, avg score 0, runs 4<
  Program 979 <size 193, parent 112, gen gap 1, avg score 65.1466, runs 4<
  Program 980 <size 194, parent 812, gen gap 1, avg score 64.8088, runs 4<
  Program 981 <size 191, parent 688, gen gap 1, avg score 99.0962, runs 4<
  Program 982 <size 191, parent 753, gen gap 1, avg score 69.261, runs 2<
  Program 983 <size 191, parent 160, gen gap 1, avg score 83.751, runs 4<
  Program 984 <size 191, parent 868, gen gap 1, avg score 130.293, runs 2<
  Program 985 <size 185, parent 10, gen gap 1, avg score 134.499, runs 2<
  Program 986 <size 190, parent 258, gen gap 1, avg score 130.976, runs 2<
  Program 987 <size 190, parent 942, gen gap 1, avg score 130.976, runs 2<
  Program 988 <size 191, parent 72, gen gap 1, avg score 129.955, runs 4<
  Program 989 <size 190, parent 47, gen gap 1, avg score 130.634, runs 4<
  Program 990 <size 191, parent 353, gen gap 1, avg score 130.293, runs 2<
  Program 991 <size 192, parent 674, gen gap 1, avg score 129.283, runs 4<
  Program 992 <size 187, parent 26, gen gap 1, avg score 133.067, runs 2<
  Program 993 <size 192, parent 937, gen gap 1, avg score 129.618, runs 2<
  Program 994 <size 191, parent 213, gen gap 1, avg score 67.0115, runs 2<
  Program 995 <size 0, parent 681, gen gap 1, avg score 0, runs 2<
  Program 996 <size 189, parent 277, gen gap 1, avg score 131.666, runs 2<
  Program 997 <size 190, parent 12, gen gap 1, avg score 98.6523, runs 4<
  Program 998 <size 191, parent 339, gen gap 1, avg score 129.955, runs 4<
  Program 999 <size 192, parent 920, gen gap 1, avg score 68.2369, runs 2<
  Program 1000 <size 191, parent 122, gen gap 1, avg score 68.5747, runs 2<
  Program 1001 <size 193, parent 112, gen gap 1, avg score 130.293, runs 2<
  Program 1002 <size 188, parent 28, gen gap 1, avg score 133.779, runs 2<
  Program 1003 <size 188, parent 130, gen gap 1, avg score 132.363, runs 2<
  Program 1004 <size 0, parent 165, gen gap 1, avg score 0, runs 2<
  Program 1005 <size 193, parent 818, gen gap 1, avg score 128.949, runs 2<
  Program 1006 <size 194, parent 555, gen gap 1, avg score 129.618, runs 2<
  Program 1007 <size 0, parent 915, gen gap 1, avg score 0, runs 4<
  Program 1008 <size 0, parent 821, gen gap 1, avg score 0, runs 2<
  Program 1009 <size 0, parent 939, gen gap 1, avg score 0, runs 2<
  Program 1010 <size 192, parent 499, gen gap 1, avg score 129.618, runs 2<
  Program 1011 <size 190, parent 310, gen gap 1, avg score 130.976, runs 2<
  Program 1012 <size 189, parent 651, gen gap 1, avg score 109.884, runs 6<
  Program 1013 <size 190, parent 67, gen gap 1, avg score 67.0115, runs 2<
  Program 1014 <size 190, parent 263, gen gap 1, avg score 130.976, runs 2<
  Program 1015 <size 190, parent 148, gen gap 1, avg score 130.976, runs 2<
  Program 1016 <size 189, parent 271, gen gap 1, avg score 131.666, runs 2<
  Program 1017 <size 0, parent 582, gen gap 1, avg score 0, runs 4<
  Program 1018 <size 0, parent 338, gen gap 1, avg score 0, runs 4<
  Program 1019 <size 191, parent 372, gen gap 1, avg score 109.383, runs 6<
  Program 1020 <size 188, parent 110, gen gap 1, avg score 132.363, runs 2<
  Program 1021 <size 191, parent 174, gen gap 1, avg score 68.5747, runs 2<
  Program 1022 <size 190, parent 90, gen gap 1, avg score 67.0115, runs 2<
  Program 1023 <size 0, parent 634, gen gap 1, avg score 0, runs 4<
  Program 1024 <size 190, parent 263, gen gap 1, avg score 130.976, runs 2<
  Program 1025 <size 0, parent 525, gen gap 1, avg score 0, runs 2<
  Program 1026 <size 194, parent 966, gen gap 1, avg score 65.6673, runs 2<
  Program 1027 <size 191, parent 175, gen gap 1, avg score 98.7544, runs 5<
  Program 1028 <size 190, parent 773, gen gap 1, avg score 130.976, runs 2<
  Program 1029 <size 192, parent 781, gen gap 1, avg score 129.618, runs 2<
  Program 1030 <size 193, parent 919, gen gap 1, avg score 128.949, runs 2<
  Program 1031 <size 0, parent 195, gen gap 1, avg score 0, runs 4<
  Program 1032 <size 0, parent 409, gen gap 1, avg score 0, runs 2<
  Program 1033 <size 190, parent 47, gen gap 1, avg score 130.976, runs 2<
  Program 1034 <size 0, parent 888, gen gap 1, avg score 0, runs 2<
  Program 1035 <size 189, parent 192, gen gap 1, avg score 131.666, runs 2<
  Program 1036 <size 191, parent 903, gen gap 1, avg score 130.976, runs 2<
  Program 1037 <size 188, parent 42, gen gap 1, avg score 99.6853, runs 4<
  Program 1038 <size 190, parent 143, gen gap 1, avg score 130.976, runs 2<
  Program 1039 <size 189, parent 131, gen gap 1, avg score 131.666, runs 2<
  Program 1040 <size 194, parent 955, gen gap 1, avg score 129.618, runs 2<
  Program 1041 <size 0, parent 826, gen gap 1, avg score 0, runs 2<
  Program 1042 <size 193, parent 221, gen gap 1, avg score 52.1173, runs 5<
  Program 1043 <size 193, parent 962, gen gap 1, avg score 64.4745, runs 2<
  Program 1044 <size 190, parent 347, gen gap 1, avg score 67.0115, runs 2<
  Program 1045 <size 0, parent 837, gen gap 1, avg score 0, runs 4<
  Program 1046 <size 191, parent 540, gen gap 1, avg score 130.976, runs 2<
  Program 1047 <size 189, parent 92, gen gap 1, avg score 131.666, runs 2<
  Program 1048 <size 188, parent 27, gen gap 1, avg score 132.363, runs 2<
  Program 1049 <size 190, parent 1012, gen gap 1, avg score 130.976, runs 2<
  Program 1050 <size 188, parent 115, gen gap 1, avg score 132.363, runs 2<
  Program 1051 <size 190, parent 736, gen gap 1, avg score 104.845, runs 5<
  Program 1052 <size 0, parent 91, gen gap 1, avg score 0, runs 2<
  Program 1053 <size 0, parent 196, gen gap 1, avg score 0, runs 2<
  Program 1054 <size 1024, parent 977, gen gap 1, avg score 0, runs 2<
  Program 1055 <size 0, parent 1031, gen gap 1, avg score 0, runs 2<
  Program 1056 <size 191, parent 458, gen gap 1, avg score 33.5058, runs 4<
  Program 1057 <size 0, parent 839, gen gap 1, avg score 0, runs 2<
  Program 1058 <size 190, parent 533, gen gap 1, avg score 130.976, runs 2<
  Program 1059 <size 0, parent 954, gen gap 1, avg score 0, runs 2<
  Program 1060 <size 190, parent 199, gen gap 1, avg score 130.976, runs 2<
  Program 1061 <size 0, parent 681, gen gap 1, avg score 0, runs 4<
  Program 1062 <size 190, parent 841, gen gap 1, avg score 130.976, runs 2<
  Program 1063 <size 0, parent 837, gen gap 1, avg score 0, runs 2<
  Program 1064 <size 191, parent 813, gen gap 1, avg score 68.5747, runs 2<
  Program 1065 <size 193, parent 907, gen gap 1, avg score 64.4745, runs 2<
  Program 1066 <size 0, parent 129, gen gap 1, avg score 0, runs 2<
  Program 1067 <size 192, parent 974, gen gap 1, avg score 129.283, runs 4<
  Program 1068 <size 192, parent 733, gen gap 1, avg score 113.165, runs 4<
  Program 1069 <size 192, parent 988, gen gap 1, avg score 129.618, runs 2<
  Program 1070 <size 188, parent 65, gen gap 1, avg score 67.705, runs 2<
  Program 1071 <size 189, parent 732, gen gap 1, avg score 131.666, runs 2<
  Program 1072 <size 0, parent 546, gen gap 1, avg score 0, runs 4<
  Program 1073 <size 0, parent 702, gen gap 1, avg score 0, runs 2<
  Program 1074 <size 0, parent 396, gen gap 1, avg score 0, runs 6<
  Program 1075 <size 192, parent 550, gen gap 1, avg score 129.172, runs 6<
  Program 1076 <size 0, parent 1023, gen gap 1, avg score 0, runs 2<
  Program 1077 <size 190, parent 21, gen gap 1, avg score 67.0115, runs 2<
  Program 1078 <size 192, parent 424, gen gap 1, avg score 68.2369, runs 2<
  Program 1079 <size 191, parent 800, gen gap 1, avg score 130.293, runs 2<
  Program 1080 <size 190, parent 51, gen gap 1, avg score 67.0115, runs 2<
  Program 1081 <size 191, parent 462, gen gap 1, avg score 130.293, runs 2<
  Program 1082 <size 191, parent 104, gen gap 1, avg score 3.04727, runs 2<
  Program 1083 <size 192, parent 983, gen gap 1, avg score 68.2369, runs 2<
  Program 1084 <size 189, parent 233, gen gap 1, avg score 131.666, runs 2<
  Program 1085 <size 0, parent 303, gen gap 1, avg score 0, runs 2<
  Program 1086 <size 0, parent 803, gen gap 1, avg score 0, runs 4<
  Program 1087 <size 190, parent 633, gen gap 1, avg score 67.0115, runs 2<
  Program 1088 <size 0, parent 1056, gen gap 1, avg score 0, runs 2<
  Program 1089 <size 0, parent 682, gen gap 1, avg score 0, runs 4<
  Program 1090 <size 191, parent 292, gen gap 1, avg score 130.293, runs 2<
  Program 1091 <size 191, parent 256, gen gap 1, avg score 130.293, runs 2<
  Program 1092 <size 0, parent 544, gen gap 1, avg score 0, runs 2<
  Program 1093 <size 192, parent 974, gen gap 1, avg score 129.618, runs 2<
